well,block,test_temperature,strain,evolution_history,mu_max,doub_time,lag,auc_gc,n_obs
g2,1,42,35_G11,35 evolved,6.87183341157754,0.1008678672844635,0.029830518921094104,0.07441770833333335,97
g2,3,25,40_E7,40 evolved,11.450743491976308,0.06053294103091585,0.08059096774503072,0.6480093750000002,97
g2,3,35,40_E7,40 evolved,16.71814387978807,0.04146077372847279,0.055706716910132875,0.8989375,97
g2,3,38,40_E7,40 evolved,17.649452823478732,0.039273012454973374,0.03638674076757689,0.8897062500000001,97
g2,3,41,40_E7,40 evolved,13.5706380492753,0.05107697796102968,0.06854694046110521,0.7207000000000001,97
g2,3,42,40_E7,40 evolved,5.463595305972479,0.12686649390049767,0.053516357037541276,0.06674791666666664,97
g3,2,25,35_G9,35 evolved,11.52378529260783,0.060149261979445146,0.08015558264177242,0.6675447916666667,97
g3,2,35,35_G9,35 evolved,16.922204884845286,0.040960807724334705,0.06861875842491116,0.8647895833333332,97
g3,2,38,35_G9,35 evolved,18.316408032542512,0.037842964588277364,0.02605162796052783,0.9139302083333329,97
g3,2,41,35_G9,35 evolved,9.777715762982218,0.07089050217476708,0.03652717447297335,0.2420968749999999,97
g3,2,42,35_G9,35 evolved,5.631210694407101,0.12309025859188268,0.04370572845170281,0.051948958333333316,97
g3,3,25,35_E7,35 evolved,11.526694648014931,0.060134080213473474,0.07803942699415742,0.6386989583333331,97
g3,3,35,35_E7,35 evolved,17.794506631484985,0.03895287432884004,0.04530987414214366,0.8902500000000003,97
g3,3,38,35_E7,35 evolved,18.110670008337596,0.038272862364608355,0.03263842699918165,0.8912104166666666,97
g3,3,41,35_E7,35 evolved,11.438124216451776,0.06059972487123126,0.048190985637956235,0.6938572916666665,97
g3,3,42,35_E7,35 evolved,5.060852527886536,0.13696253284215154,0.04209549260710209,0.051220833333333333,97
g4,1,25,35_B6,35 evolved,11.573159787172457,0.05989264758343878,0.06950680626294023,0.6341874999999998,97
g4,1,35,35_B6,35 evolved,16.71188969300254,0.041476289832751465,0.05817334866266588,0.8756093749999999,97
g4,1,38,35_B6,35 evolved,18.07929124811251,0.03833928946923239,0.02698339310725452,0.8935218749999999,97
g4,1,41,35_B6,35 evolved,8.548316440680372,0.08108581208591487,0.053777912580655646,0.15942499999999996,97
g4,1,42,35_B6,35 evolved,7.709602442460705,0.08990699400301512,0.024122400629529972,0.08580729166666669,97
g4,3,25,40_C5,40 evolved,10.862864764955805,0.06380887505808559,0.09337420792096107,0.6403354166666666,97
g4,3,35,40_C5,40 evolved,15.60790661157555,0.044410003071512175,0.062355093664955646,0.8763197916666665,97
g4,3,38,40_C5,40 evolved,16.80916174924716,0.041236272867145776,0.03290646655077689,0.9237020833333333,97
g4,3,41,40_C5,40 evolved,11.723708552779675,0.059123542472880826,0.06275149282294828,0.7472656250000002,97
g4,3,42,40_C5,40 evolved,5.480905489341173,0.12646581516647615,0.04534067319963071,0.08311145833333333,97
g5,2,25,40_F4,40 evolved,10.512773216574455,0.06593380892751766,0.11358601808834456,0.6949697916666666,97
g5,2,35,40_F4,40 evolved,15.456731504474094,0.04484435667135108,0.07325120714431443,0.8945885416666669,97
g5,2,38,40_F4,40 evolved,16.647171433357215,0.04163753484096602,0.04325275911051041,0.9301885416666666,97
g5,2,41,40_F4,40 evolved,10.933031697506351,0.06339935708025442,0.05672997165011742,0.7336083333333334,97
g5,2,42,40_F4,40 evolved,6.883757265319706,0.10069314675751471,0.05909978713878017,0.16089166666666668,97
g5,3,25,40_F6,40 evolved,11.247717064196285,0.061625588250825605,0.08009097853220487,0.6864833333333332,97
g5,3,35,40_F6,40 evolved,17.60198145120983,0.039378929155291405,0.060838950746297804,0.8804489583333334,97
g5,3,38,40_F6,40 evolved,17.766534113571655,0.0390142036780521,0.044178922218526345,0.911990625,97
g5,3,41,40_F6,40 evolved,14.027687429953298,0.049412790527387236,0.10685292829835341,0.7934354166666664,97
g5,3,42,40_F6,40 evolved,5.630367770779408,0.12310868646223325,0.044569995999247075,0.07211145833333331,97
g6,1,25,40_D2,40 evolved,10.643635632839185,0.06512315946079118,0.10973710649962118,0.6304072916666666,97
g6,1,35,40_D2,40 evolved,14.917491421432368,0.04646539830176016,0.06689943139503943,0.8329458333333333,97
g6,1,38,40_D2,40 evolved,18.036560672174204,0.03843011942012282,0.029901875182501828,0.8668979166666664,97
g6,1,41,40_D2,40 evolved,9.307185477682347,0.07447441358314384,0.04248163537648458,0.5362385416666666,97
g6,1,42,40_D2,40 evolved,7.505801140414812,0.09234819409585879,0.03568767758924413,0.11173124999999999,97
g6,2,25,35_F6,35 evolved,11.059166592329769,0.0626762581766954,0.09009726998690926,0.67901875,97
g6,2,35,35_F6,35 evolved,16.806584296431073,0.04124259684980351,0.07451972468892826,0.8818406249999998,97
g6,2,38,35_F6,35 evolved,17.81547205614508,0.03890703419901009,0.03567725202824332,0.9129124999999999,97
g6,2,41,35_F6,35 evolved,9.224799390089865,0.07513953976111266,0.037760430501652315,0.3002249999999999,97
g6,2,42,35_F6,35 evolved,5.313913276627383,0.13044006261989088,0.03143693457248266,0.0500760416666667,97
g7,1,25,40_G9,40 evolved,11.029221259213656,0.06284642988560048,0.06292273699713949,0.7163385416666666,97
g7,1,35,40_G9,40 evolved,17.608606308325005,0.03936411368526303,0.04640277307089874,0.9782760416666666,97
g7,1,38,40_G9,40 evolved,20.45618663461116,0.03388447675712756,0.021618779842282256,0.9870833333333329,97
g7,1,41,40_G9,40 evolved,11.00078461053815,0.06300888573856343,0.03401983463676539,0.7840562500000001,97
g7,1,42,40_G9,40 evolved,10.040844455815904,0.0690327575145791,0.039385318885048926,0.26505520833333335,97
g7,3,25,35_C5,35 evolved,11.402250098329628,0.06079038563287503,0.07927285412291937,0.664228125,97
g7,3,35,35_C5,35 evolved,17.401100359683678,0.03983352582494648,0.04989269945852806,0.8892781249999997,97
g7,3,38,35_C5,35 evolved,18.136624528714727,0.03821809176578162,0.031425736416915234,0.8809687499999999,97
g7,3,41,35_C5,35 evolved,11.2540867226426,0.061590709014652564,0.0470857899496501,0.6754656250000001,97
g7,3,42,35_C5,35 evolved,8.210211336718988,0.08442501077407646,0.023479631917900215,0.09987083333333328,97
g8,1,25,35_G11,35 evolved,11.33304246391467,0.06116161505323768,0.08773634619912696,0.6902249999999999,97
g8,1,35,35_G11,35 evolved,16.697549770200588,0.04151190983703344,0.06381137126600937,0.8869166666666664,97
g8,1,38,35_G11,35 evolved,17.897074139287767,0.03872963676438845,0.036991752863940075,0.8843770833333333,97
g8,1,41,35_G11,35 evolved,9.737580372492848,0.07118269159738885,0.05199747155417367,0.3153229166666666,97
g8,1,42,35_G11,35 evolved,8.335125682152782,0.08315977550813852,0.03573447173294804,0.10454270833333332,97
g8,2,25,35_E9,35 evolved,11.322582754875276,0.061218115651350845,0.09900512776207132,0.6468447916666666,97
g8,2,35,35_E9,35 evolved,16.920442471752445,0.04096507415317942,0.07667614687744581,0.8685979166666666,97
g8,2,38,35_E9,35 evolved,18.3812053006477,0.0377095608923709,0.037002202692288974,0.9015072916666669,97
g8,2,41,35_E9,35 evolved,9.69575133855299,0.07148978520146246,0.04176711971599774,0.32536041666666665,97
g8,2,42,35_E9,35 evolved,5.574947553390435,0.12433250248935598,0.038108588226460044,0.05470208333333336,97
g8,3,25,40_B6,40 evolved,10.914516097953687,0.06350690899525085,0.08748256168287386,0.6407416666666668,97
g8,3,35,40_B6,40 evolved,15.790993558757794,0.04389509614963531,0.0521669743755209,0.824016666666667,97
g8,3,38,40_B6,40 evolved,17.847149721742838,0.03883797644816626,0.035370021863923504,0.826380208333333,97
g8,3,41,40_B6,40 evolved,11.323588237235084,0.06121267976529613,0.06656875359160902,0.6613468749999999,97
g8,3,42,40_B6,40 evolved,5.7907607030667485,0.11969881266080623,0.034587454930113976,0.07227395833333333,97
g9,1,25,35_D4,35 evolved,11.182082706457217,0.06198730583164796,0.08266523728932465,0.6902979166666666,97
g9,1,35,35_D4,35 evolved,16.562356803695995,0.041850757641283584,0.06022466806113716,0.8971406250000002,97
g9,1,38,35_D4,35 evolved,18.01412343819214,0.038477985506105095,0.039113714107508274,0.883511458333333,97
g9,1,41,35_D4,35 evolved,10.115865828670227,0.06852079617302144,0.04377125281531069,0.40368854166666673,97
g9,1,42,35_D4,35 evolved,8.572180462584427,0.0808600779679536,0.048145610465209626,0.07299791666666663,97
